"","Fecha_I","Hora_I","Des-I","Emp-I","Fecha_O","Hora_O","Des-O","Emp-O","DIA","MES","DIANOM","OPERA","SIGLADES","temporada_alta","diff_min","periodo_dia","atraso_15"
"2538","2017-03-08","19:25:00","SAEZ","ARG","2017-03-08","19:21:00","SAEZ","ARG",8,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,4,"noche",0
"2539","2017-03-09","19:25:00","SAEZ","ARG","2017-03-09","19:36:00","SAEZ","ARG",9,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,11,"noche",0
"2540","2017-03-10","19:25:00","SAEZ","ARG","2017-03-10","19:35:00","SAEZ","ARG",10,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,10,"noche",0
"2541","2017-03-11","19:25:00","SAEZ","ARG","2017-03-11","19:36:00","SAEZ","ARG",11,3,"Sabado","Aerolineas Argentinas","Buenos Aires",0,11,"noche",0
"2542","2017-03-12","19:25:00","SAEZ","ARG","2017-03-12","19:16:00","SAEZ","ARG",12,3,"Domingo","Aerolineas Argentinas","Buenos Aires",0,9,"noche",0
"2543","2017-03-13","19:25:00","SAEZ","ARG","2017-03-13","19:33:00","SAEZ","ARG",13,3,"Lunes","Aerolineas Argentinas","Buenos Aires",0,8,"noche",0
"2544","2017-03-14","19:25:00","SAEZ","ARG","2017-03-14","19:43:00","SAEZ","ARG",14,3,"Martes","Aerolineas Argentinas","Buenos Aires",0,18,"noche",1
"2545","2017-03-15","19:25:00","SAEZ","ARG","2017-03-15","20:07:00","SAEZ","ARG",15,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,42,"noche",1
"2546","2017-03-16","19:25:00","SAEZ","ARG","2017-03-16","19:26:00","SAEZ","ARG",16,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,1,"noche",0
"2547","2017-03-17","19:25:00","SAEZ","ARG","2017-03-17","19:25:00","SAEZ","ARG",17,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,0,"noche",0
"2548","2017-03-19","19:25:00","SAEZ","ARG","2017-03-19","19:37:00","SAEZ","ARG",19,3,"Domingo","Aerolineas Argentinas","Buenos Aires",0,12,"noche",0
"2549","2017-03-20","19:25:00","SAEZ","ARG","2017-03-20","19:20:00","SAEZ","ARG",20,3,"Lunes","Aerolineas Argentinas","Buenos Aires",0,5,"noche",0
"2550","2017-03-21","19:25:00","SAEZ","ARG","2017-03-21","19:29:00","SAEZ","ARG",21,3,"Martes","Aerolineas Argentinas","Buenos Aires",0,4,"noche",0
"2551","2017-03-22","19:25:00","SAEZ","ARG","2017-03-22","19:36:00","SAEZ","ARG",22,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,11,"noche",0
"2552","2017-03-23","19:25:00","SAEZ","ARG","2017-03-23","19:40:00","SAEZ","ARG",23,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,15,"noche",1
"2553","2017-03-24","19:25:00","SAEZ","ARG","2017-03-24","19:16:00","SAEZ","ARG",24,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,9,"noche",0
"2554","2017-03-25","19:25:00","SAEZ","ARG","2017-03-25","19:16:00","SAEZ","ARG",25,3,"Sabado","Aerolineas Argentinas","Buenos Aires",0,9,"noche",0
"2555","2017-03-26","19:25:00","SAEZ","ARG","2017-03-26","19:17:00","SAEZ","ARG",26,3,"Domingo","Aerolineas Argentinas","Buenos Aires",0,8,"noche",0
"2556","2017-03-27","19:25:00","SAEZ","ARG","2017-03-27","19:17:00","SAEZ","ARG",27,3,"Lunes","Aerolineas Argentinas","Buenos Aires",0,8,"noche",0
"2557","2017-03-29","19:25:00","SAEZ","ARG","2017-03-29","19:18:00","SAEZ","ARG",29,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,7,"noche",0
"2558","2017-03-30","19:25:00","SAEZ","ARG","2017-03-30","19:27:00","SAEZ","ARG",30,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,2,"noche",0
"2559","2017-03-31","19:25:00","SAEZ","ARG","2017-03-31","19:21:00","SAEZ","ARG",31,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,4,"noche",0
"2560","2017-03-01","22:30:00","SABE","ARG","2017-03-01","23:22:00","SABE","ARG",1,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",1,52,"noche",1
"2561","2017-03-02","22:30:00","SABE","ARG","2017-03-02","22:45:00","SABE","ARG",2,3,"Jueves","Aerolineas Argentinas","Buenos Aires",1,15,"noche",1
"2562","2017-03-03","22:30:00","SABE","ARG","2017-03-03","22:44:00","SABE","ARG",3,3,"Viernes","Aerolineas Argentinas","Buenos Aires",1,14,"noche",0
"2563","2017-03-05","22:30:00","SABE","ARG","2017-03-05","22:40:00","SABE","ARG",5,3,"Domingo","Aerolineas Argentinas","Buenos Aires",0,10,"noche",0
"2564","2017-03-06","22:30:00","SABE","ARG","2017-03-06","22:49:00","SABE","ARG",6,3,"Lunes","Aerolineas Argentinas","Buenos Aires",0,19,"noche",1
"2565","2017-03-07","22:30:00","SABE","ARG","2017-03-07","22:49:00","SABE","ARG",7,3,"Martes","Aerolineas Argentinas","Buenos Aires",0,19,"noche",1
"2566","2017-03-08","22:30:00","SABE","ARG","2017-03-08","22:22:00","SABE","ARG",8,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,8,"noche",0
"2567","2017-03-09","22:30:00","SABE","ARG","2017-03-09","22:57:00","SABE","ARG",9,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,27,"noche",1
"2568","2017-03-10","22:30:00","SABE","ARG","2017-03-10","22:57:00","SABE","ARG",10,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,27,"noche",1
"2569","2017-03-12","22:30:00","SABE","ARG","2017-03-12","22:36:00","SABE","ARG",12,3,"Domingo","Aerolineas Argentinas","Buenos Aires",0,6,"noche",0
"2570","2017-03-13","22:30:00","SABE","ARG","2017-03-13","22:24:00","SABE","ARG",13,3,"Lunes","Aerolineas Argentinas","Buenos Aires",0,6,"noche",0
"2571","2017-03-14","22:30:00","SABE","ARG","2017-03-14","22:51:00","SABE","ARG",14,3,"Martes","Aerolineas Argentinas","Buenos Aires",0,21,"noche",1
"2572","2017-03-15","22:30:00","SABE","ARG","2017-03-15","22:39:00","SABE","ARG",15,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,9,"noche",0
"2573","2017-03-16","22:30:00","SABE","ARG","2017-03-16","22:36:00","SABE","ARG",16,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,6,"noche",0
"2574","2017-03-17","22:30:00","SABE","ARG","2017-03-17","22:32:00","SABE","ARG",17,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,2,"noche",0
"2575","2017-03-19","22:30:00","SABE","ARG","2017-03-19","22:49:00","SABE","ARG",19,3,"Domingo","Aerolineas Argentinas","Buenos Aires",0,19,"noche",1
"2576","2017-03-20","22:30:00","SABE","ARG","2017-03-20","22:29:00","SABE","ARG",20,3,"Lunes","Aerolineas Argentinas","Buenos Aires",0,1,"noche",0
"2577","2017-03-21","22:30:00","SABE","ARG","2017-03-21","22:31:00","SABE","ARG",21,3,"Martes","Aerolineas Argentinas","Buenos Aires",0,1,"noche",0
"2578","2017-03-22","22:30:00","SABE","ARG","2017-03-22","22:55:00","SABE","ARG",22,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,25,"noche",1
"2579","2017-03-23","22:30:00","SABE","ARG","2017-03-23","23:29:00","SABE","ARG",23,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,59,"noche",1
"2580","2017-03-24","22:30:00","SABE","ARG","2017-03-24","22:41:00","SABE","ARG",24,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,11,"noche",0
"2581","2017-03-26","22:30:00","SABE","ARG","2017-03-26","22:36:00","SABE","ARG",26,3,"Domingo","Aerolineas Argentinas","Buenos Aires",0,6,"noche",0
"2582","2017-03-27","22:30:00","SABE","ARG","2017-03-27","22:18:00","SABE","ARG",27,3,"Lunes","Aerolineas Argentinas","Buenos Aires",0,12,"noche",0
"2583","2017-03-28","22:30:00","SABE","ARG","2017-03-29","0:31:00","SABE","ARG",29,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,1319,"noche",1
"2584","2017-03-29","22:30:00","SABE","ARG","2017-03-29","22:33:00","SABE","ARG",29,3,"Miercoles","Aerolineas Argentinas","Buenos Aires",0,3,"noche",0
"2585","2017-03-30","22:30:00","SABE","ARG","2017-03-30","22:26:00","SABE","ARG",30,3,"Jueves","Aerolineas Argentinas","Buenos Aires",0,4,"noche",0
"2586","2017-03-31","22:30:00","SABE","ARG","2017-03-31","22:59:00","SABE","ARG",31,3,"Viernes","Aerolineas Argentinas","Buenos Aires",0,29,"noche",1
"2587","2017-03-04","22:30:00","SABE","ARG","2017-03-04","22:34:00","SABE","AUT",4,3,"Sabado","Aerolineas Argentinas","Buenos Aires",0,4,"noche",0
"2588","2017-03-11","22:30:00","SABE","ARG","2017-03-11","22:39:00","SABE","AUT",11,3,"Sabado","Aerolineas Argentinas","Buenos Aires",0,9,"noche",0
"2589","2017-03-25","22:30:00","SABE","ARG","2017-03-25","22:39:00","SABE","AUT",25,3,"Sabado","Aerolineas Argentinas","Buenos Aires",0,9,"noche",0
"2590","2017-03-01","7:53:00","SKBO","AVA","2017-03-01","8:08:00","SKBO","AVA",1,3,"Miercoles","Avianca","Bogota",1,15,"mañana",1
"2591","2017-03-02","7:53:00","SKBO","AVA","2017-03-02","7:52:00","SKBO","AVA",2,3,"Jueves","Avianca","Bogota",1,1,"mañana",0
"2592","2017-03-03","7:53:00","SKBO","AVA","2017-03-03","7:57:00","SKBO","AVA",3,3,"Viernes","Avianca","Bogota",1,4,"mañana",0
"2593","2017-03-04","7:53:00","SKBO","AVA","2017-03-04","7:57:00","SKBO","AVA",4,3,"Sabado","Avianca","Bogota",0,4,"mañana",0
"2594","2017-03-05","7:53:00","SKBO","AVA","2017-03-05","7:56:00","SKBO","AVA",5,3,"Domingo","Avianca","Bogota",0,3,"mañana",0
"2595","2017-03-06","7:53:00","SKBO","AVA","2017-03-06","8:40:00","SKBO","AVA",6,3,"Lunes","Avianca","Bogota",0,47,"mañana",1
"2596","2017-03-07","7:53:00","SKBO","AVA","2017-03-07","7:53:00","SKBO","AVA",7,3,"Martes","Avianca","Bogota",0,0,"mañana",0
"2597","2017-03-08","7:53:00","SKBO","AVA","2017-03-08","7:51:00","SKBO","AVA",8,3,"Miercoles","Avianca","Bogota",0,2,"mañana",0
"2598","2017-03-09","7:53:00","SKBO","AVA","2017-03-09","7:54:00","SKBO","AVA",9,3,"Jueves","Avianca","Bogota",0,1,"mañana",0
"2599","2017-03-10","7:53:00","SKBO","AVA","2017-03-10","7:50:00","SKBO","AVA",10,3,"Viernes","Avianca","Bogota",0,3,"mañana",0
"2600","2017-03-11","7:53:00","SKBO","AVA","2017-03-11","8:40:00","SKBO","AVA",11,3,"Sabado","Avianca","Bogota",0,47,"mañana",1
"2601","2017-03-12","7:53:00","SKBO","AVA","2017-03-12","7:47:00","SKBO","AVA",12,3,"Domingo","Avianca","Bogota",0,6,"mañana",0
"2602","2017-03-13","7:53:00","SKBO","AVA","2017-03-13","8:01:00","SKBO","AVA",13,3,"Lunes","Avianca","Bogota",0,8,"mañana",0
"2603","2017-03-14","7:53:00","SKBO","AVA","2017-03-14","8:15:00","SKBO","AVA",14,3,"Martes","Avianca","Bogota",0,22,"mañana",1
"2604","2017-03-15","7:53:00","SKBO","AVA","2017-03-15","8:09:00","SKBO","AVA",15,3,"Miercoles","Avianca","Bogota",0,16,"mañana",1
"2605","2017-03-16","7:53:00","SKBO","AVA","2017-03-16","7:52:00","SKBO","AVA",16,3,"Jueves","Avianca","Bogota",0,1,"mañana",0
"2606","2017-03-17","7:53:00","SKBO","AVA","2017-03-17","7:50:00","SKBO","AVA",17,3,"Viernes","Avianca","Bogota",0,3,"mañana",0
"2607","2017-03-19","7:53:00","SKBO","AVA","2017-03-19","7:52:00","SKBO","AVA",19,3,"Domingo","Avianca","Bogota",0,1,"mañana",0
"2608","2017-03-20","7:53:00","SKBO","AVA","2017-03-20","7:53:00","SKBO","AVA",20,3,"Lunes","Avianca","Bogota",0,0,"mañana",0
"2609","2017-03-21","7:53:00","SKBO","AVA","2017-03-21","7:54:00","SKBO","AVA",21,3,"Martes","Avianca","Bogota",0,1,"mañana",0
"2610","2017-03-22","7:53:00","SKBO","AVA","2017-03-22","7:43:00","SKBO","AVA",22,3,"Miercoles","Avianca","Bogota",0,10,"mañana",0
"2611","2017-03-23","7:53:00","SKBO","AVA","2017-03-23","7:50:00","SKBO","AVA",23,3,"Jueves","Avianca","Bogota",0,3,"mañana",0
"2612","2017-03-24","7:53:00","SKBO","AVA","2017-03-24","9:56:00","SKBO","AVA",24,3,"Viernes","Avianca","Bogota",0,123,"mañana",1
"2613","2017-03-25","7:53:00","SKBO","AVA","2017-03-25","8:02:00","SKBO","AVA",25,3,"Sabado","Avianca","Bogota",0,9,"mañana",0
"2614","2017-03-26","7:53:00","SKBO","AVA","2017-03-26","7:41:00","SKBO","AVA",26,3,"Domingo","Avianca","Bogota",0,12,"mañana",0
"2615","2017-03-27","7:53:00","SKBO","AVA","2017-03-27","7:48:00","SKBO","AVA",27,3,"Lunes","Avianca","Bogota",0,5,"mañana",0
"2616","2017-03-28","7:53:00","SKBO","AVA","2017-03-28","7:49:00","SKBO","AVA",28,3,"Martes","Avianca","Bogota",0,4,"mañana",0
"2617","2017-03-29","7:53:00","SKBO","AVA","2017-03-29","8:22:00","SKBO","AVA",29,3,"Miercoles","Avianca","Bogota",0,29,"mañana",1
"2618","2017-03-30","7:53:00","SKBO","AVA","2017-03-30","7:48:00","SKBO","AVA",30,3,"Jueves","Avianca","Bogota",0,5,"mañana",0
"2619","2017-03-31","7:53:00","SKBO","AVA","2017-03-31","7:51:00","SKBO","AVA",31,3,"Viernes","Avianca","Bogota",0,2,"mañana",0
"2620","2017-03-01","16:16:00","SKBO","AVA","2017-03-01","16:26:00","SKBO","AVA",1,3,"Miercoles","Avianca","Bogota",1,10,"tarde",0
"2621","2017-03-02","16:16:00","SKBO","AVA","2017-03-02","16:24:00","SKBO","AVA",2,3,"Jueves","Avianca","Bogota",1,8,"tarde",0
"2622","2017-03-03","16:16:00","SKBO","AVA","2017-03-03","16:37:00","SKBO","AVA",3,3,"Viernes","Avianca","Bogota",1,21,"tarde",1
"2623","2017-03-04","16:16:00","SKBO","AVA","2017-03-04","16:45:00","SKBO","AVA",4,3,"Sabado","Avianca","Bogota",0,29,"tarde",1
"2624","2017-03-05","16:16:00","SKBO","AVA","2017-03-05","16:33:00","SKBO","AVA",5,3,"Domingo","Avianca","Bogota",0,17,"tarde",1
"2625","2017-03-06","16:16:00","SKBO","AVA","2017-03-06","16:14:00","SKBO","AVA",6,3,"Lunes","Avianca","Bogota",0,2,"tarde",0
"2626","2017-03-07","16:16:00","SKBO","AVA","2017-03-07","16:11:00","SKBO","AVA",7,3,"Martes","Avianca","Bogota",0,5,"tarde",0
"2627","2017-03-08","16:16:00","SKBO","AVA","2017-03-08","16:45:00","SKBO","AVA",8,3,"Miercoles","Avianca","Bogota",0,29,"tarde",1
"2628","2017-03-09","16:16:00","SKBO","AVA","2017-03-09","16:58:00","SKBO","AVA",9,3,"Jueves","Avianca","Bogota",0,42,"tarde",1
"2629","2017-03-10","16:16:00","SKBO","AVA","2017-03-10","17:07:00","SKBO","AVA",10,3,"Viernes","Avianca","Bogota",0,51,"tarde",1
"2630","2017-03-11","16:16:00","SKBO","AVA","2017-03-11","16:16:00","SKBO","AVA",11,3,"Sabado","Avianca","Bogota",0,0,"tarde",0
"2631","2017-03-12","16:16:00","SKBO","AVA","2017-03-12","16:35:00","SKBO","AVA",12,3,"Domingo","Avianca","Bogota",0,19,"tarde",1
"2632","2017-03-13","16:16:00","SKBO","AVA","2017-03-13","16:21:00","SKBO","AVA",13,3,"Lunes","Avianca","Bogota",0,5,"tarde",0
"2633","2017-03-14","16:16:00","SKBO","AVA","2017-03-14","16:25:00","SKBO","AVA",14,3,"Martes","Avianca","Bogota",0,9,"tarde",0
"2634","2017-03-15","16:16:00","SKBO","AVA","2017-03-15","16:45:00","SKBO","AVA",15,3,"Miercoles","Avianca","Bogota",0,29,"tarde",1
"2635","2017-03-16","16:16:00","SKBO","AVA","2017-03-16","17:32:00","SKBO","AVA",16,3,"Jueves","Avianca","Bogota",0,76,"tarde",1
"2636","2017-03-17","16:16:00","SKBO","AVA","2017-03-17","16:44:00","SKBO","AVA",17,3,"Viernes","Avianca","Bogota",0,28,"tarde",1
"2637","2017-03-18","16:16:00","SKBO","AVA","2017-03-18","16:40:00","SKBO","AVA",18,3,"Sabado","Avianca","Bogota",0,24,"tarde",1
"2638","2017-03-19","16:16:00","SKBO","AVA","2017-03-19","16:14:00","SKBO","AVA",19,3,"Domingo","Avianca","Bogota",0,2,"tarde",0
"2639","2017-03-20","16:16:00","SKBO","AVA","2017-03-20","16:28:00","SKBO","AVA",20,3,"Lunes","Avianca","Bogota",0,12,"tarde",0
"2640","2017-03-21","16:16:00","SKBO","AVA","2017-03-21","16:23:00","SKBO","AVA",21,3,"Martes","Avianca","Bogota",0,7,"tarde",0
"2641","2017-03-22","16:16:00","SKBO","AVA","2017-03-22","16:25:00","SKBO","AVA",22,3,"Miercoles","Avianca","Bogota",0,9,"tarde",0
"2642","2017-03-23","16:16:00","SKBO","AVA","2017-03-23","16:22:00","SKBO","AVA",23,3,"Jueves","Avianca","Bogota",0,6,"tarde",0
"2643","2017-03-24","16:16:00","SKBO","AVA","2017-03-24","16:16:00","SKBO","AVA",24,3,"Viernes","Avianca","Bogota",0,0,"tarde",0
"2644","2017-03-25","16:16:00","SKBO","AVA","2017-03-25","16:13:00","SKBO","AVA",25,3,"Sabado","Avianca","Bogota",0,3,"tarde",0
"2645","2017-03-26","16:16:00","SKBO","AVA","2017-03-26","16:26:00","SKBO","AVA",26,3,"Domingo","Avianca","Bogota",0,10,"tarde",0
"2646","2017-03-27","16:16:00","SKBO","AVA","2017-03-27","16:16:00","SKBO","AVA",27,3,"Lunes","Avianca","Bogota",0,0,"tarde",0
"2647","2017-03-28","16:16:00","SKBO","AVA","2017-03-28","16:36:00","SKBO","AVA",28,3,"Martes","Avianca","Bogota",0,20,"tarde",1
"2648","2017-03-29","16:16:00","SKBO","AVA","2017-03-29","16:34:00","SKBO","AVA",29,3,"Miercoles","Avianca","Bogota",0,18,"tarde",1
"2649","2017-03-30","16:16:00","SKBO","AVA","2017-03-30","16:25:00","SKBO","AVA",30,3,"Jueves","Avianca","Bogota",0,9,"tarde",0
"2650","2017-03-31","16:16:00","SKBO","AVA","2017-03-31","16:16:00","SKBO","AVA",31,3,"Viernes","Avianca","Bogota",0,0,"tarde",0
"2651","2017-03-01","1:33:00","SKBO","AVA","2017-03-01","1:31:00","SKBO","AVA",1,3,"Miercoles","Avianca","Bogota",1,2,"noche",0
"2652","2017-03-02","1:33:00","SKBO","AVA","2017-03-02","1:21:00","SKBO","AVA",2,3,"Jueves","Avianca","Bogota",1,12,"noche",0
"2653","2017-03-04","1:33:00","SKBO","AVA","2017-03-04","1:21:00","SKBO","AVA",4,3,"Sabado","Avianca","Bogota",0,12,"noche",0
"2654","2017-03-05","1:33:00","SKBO","AVA","2017-03-05","1:27:00","SKBO","AVA",5,3,"Domingo","Avianca","Bogota",0,6,"noche",0
"2655","2017-03-06","1:33:00","SKBO","AVA","2017-03-06","1:23:00","SKBO","AVA",6,3,"Lunes","Avianca","Bogota",0,10,"noche",0
"2656","2017-03-08","1:33:00","SKBO","AVA","2017-03-08","1:24:00","SKBO","AVA",8,3,"Miercoles","Avianca","Bogota",0,9,"noche",0
"2657","2017-03-09","1:33:00","SKBO","AVA","2017-03-09","1:21:00","SKBO","AVA",9,3,"Jueves","Avianca","Bogota",0,12,"noche",0
"2658","2017-03-12","1:33:00","SKBO","AVA","2017-03-12","1:35:00","SKBO","AVA",12,3,"Domingo","Avianca","Bogota",0,2,"noche",0
"2659","2017-03-15","1:33:00","SKBO","AVA","2017-03-15","3:00:00","SKBO","AVA",15,3,"Miercoles","Avianca","Bogota",0,87,"noche",1
"2660","2017-03-16","1:33:00","SKBO","AVA","2017-03-16","1:21:00","SKBO","AVA",16,3,"Jueves","Avianca","Bogota",0,12,"noche",0
"2661","2017-03-17","1:33:00","SKBO","AVA","2017-03-17","1:30:00","SKBO","AVA",17,3,"Viernes","Avianca","Bogota",0,3,"noche",0
"2662","2017-03-19","1:33:00","SKBO","AVA","2017-03-19","1:23:00","SKBO","AVA",19,3,"Domingo","Avianca","Bogota",0,10,"noche",0
"2663","2017-03-21","1:33:00","SKBO","AVA","2017-03-21","1:29:00","SKBO","AVA",21,3,"Martes","Avianca","Bogota",0,4,"noche",0
"2664","2017-03-22","1:33:00","SKBO","AVA","2017-03-22","1:25:00","SKBO","AVA",22,3,"Miercoles","Avianca","Bogota",0,8,"noche",0
"2665","2017-03-23","1:33:00","SKBO","AVA","2017-03-23","1:30:00","SKBO","AVA",23,3,"Jueves","Avianca","Bogota",0,3,"noche",0
"2666","2017-03-24","1:33:00","SKBO","AVA","2017-03-24","1:28:00","SKBO","AVA",24,3,"Viernes","Avianca","Bogota",0,5,"noche",0
"2667","2017-03-28","1:33:00","SKBO","AVA","2017-03-28","1:27:00","SKBO","AVA",28,3,"Martes","Avianca","Bogota",0,6,"noche",0
"2668","2017-03-02","12:45:00","LIRF","AZA","2017-03-02","12:48:00","LIRF","AZA",2,3,"Jueves","Alitalia","Roma",1,3,"tarde",0
"2669","2017-03-04","12:45:00","LIRF","AZA","2017-03-04","12:47:00","LIRF","AZA",4,3,"Sabado","Alitalia","Roma",0,2,"tarde",0
"2670","2017-03-05","12:45:00","LIRF","AZA","2017-03-05","12:52:00","LIRF","AZA",5,3,"Domingo","Alitalia","Roma",0,7,"tarde",0
"2671","2017-03-06","12:45:00","LIRF","AZA","2017-03-06","12:48:00","LIRF","AZA",6,3,"Lunes","Alitalia","Roma",0,3,"tarde",0
"2672","2017-03-08","12:45:00","LIRF","AZA","2017-03-08","12:53:00","LIRF","AZA",8,3,"Miercoles","Alitalia","Roma",0,8,"tarde",0
"2673","2017-03-09","12:45:00","LIRF","AZA","2017-03-09","12:38:00","LIRF","AZA",9,3,"Jueves","Alitalia","Roma",0,7,"tarde",0
"2674","2017-03-11","12:45:00","LIRF","AZA","2017-03-11","12:47:00","LIRF","AZA",11,3,"Sabado","Alitalia","Roma",0,2,"tarde",0
"2675","2017-03-12","12:45:00","LIRF","AZA","2017-03-12","12:39:00","LIRF","AZA",12,3,"Domingo","Alitalia","Roma",0,6,"tarde",0
"2676","2017-03-13","12:45:00","LIRF","AZA","2017-03-13","12:51:00","LIRF","AZA",13,3,"Lunes","Alitalia","Roma",0,6,"tarde",0
"2677","2017-03-14","12:45:00","LIRF","AZA","2017-03-14","15:16:00","LIRF","AZA",14,3,"Martes","Alitalia","Roma",0,151,"tarde",1
"2678","2017-03-16","12:45:00","LIRF","AZA","2017-03-16","12:43:00","LIRF","AZA",16,3,"Jueves","Alitalia","Roma",0,2,"tarde",0
"2679","2017-03-18","12:45:00","LIRF","AZA","2017-03-18","12:40:00","LIRF","AZA",18,3,"Sabado","Alitalia","Roma",0,5,"tarde",0
"2680","2017-03-19","12:45:00","LIRF","AZA","2017-03-19","12:52:00","LIRF","AZA",19,3,"Domingo","Alitalia","Roma",0,7,"tarde",0
"2681","2017-03-20","12:45:00","LIRF","AZA","2017-03-20","12:39:00","LIRF","AZA",20,3,"Lunes","Alitalia","Roma",0,6,"tarde",0
"2682","2017-03-21","12:45:00","LIRF","AZA","2017-03-21","13:54:00","LIRF","AZA",21,3,"Martes","Alitalia","Roma",0,69,"tarde",1
"2683","2017-03-23","12:45:00","LIRF","AZA","2017-03-23","12:59:00","LIRF","AZA",23,3,"Jueves","Alitalia","Roma",0,14,"tarde",0
"2684","2017-03-25","11:45:00","LIRF","AZA","2017-03-25","11:41:00","LIRF","AZA",25,3,"Sabado","Alitalia","Roma",0,4,"mañana",0
"2685","2017-03-26","11:50:00","LIRF","AZA","2017-03-26","11:54:00","LIRF","AZA",26,3,"Domingo","Alitalia","Roma",0,4,"mañana",0
"2686","2017-03-27","11:50:00","LIRF","AZA","2017-03-27","11:45:00","LIRF","AZA",27,3,"Lunes","Alitalia","Roma",0,5,"mañana",0
"2687","2017-03-28","11:50:00","LIRF","AZA","2017-03-28","11:56:00","LIRF","AZA",28,3,"Martes","Alitalia","Roma",0,6,"mañana",0
"2688","2017-03-30","11:50:00","LIRF","AZA","2017-03-30","11:40:00","LIRF","AZA",30,3,"Jueves","Alitalia","Roma",0,10,"mañana",0
"2689","2017-03-01","18:45:00","EGLL","BAW","2017-03-01","18:48:00","EGLL","BAW",1,3,"Miercoles","British Airways","Londres",1,3,"tarde",0
"2690","2017-03-02","18:45:00","EGLL","BAW","2017-03-02","18:51:00","EGLL","BAW",2,3,"Jueves","British Airways","Londres",1,6,"tarde",0
"2691","2017-03-04","18:45:00","EGLL","BAW","2017-03-04","18:47:00","EGLL","BAW",4,3,"Sabado","British Airways","Londres",0,2,"tarde",0
"2692","2017-03-06","18:45:00","EGLL","BAW","2017-03-06","18:47:00","EGLL","BAW",6,3,"Lunes","British Airways","Londres",0,2,"tarde",0
"2693","2017-03-08","18:45:00","EGLL","BAW","2017-03-08","18:51:00","EGLL","BAW",8,3,"Miercoles","British Airways","Londres",0,6,"tarde",0
"2694","2017-03-09","18:45:00","EGLL","BAW","2017-03-09","18:46:00","EGLL","BAW",9,3,"Jueves","British Airways","Londres",0,1,"tarde",0
"2695","2017-03-11","18:45:00","EGLL","BAW","2017-03-11","18:44:00","EGLL","BAW",11,3,"Sabado","British Airways","Londres",0,1,"tarde",0
"2696","2017-03-13","18:45:00","EGLL","BAW","2017-03-13","18:43:00","EGLL","BAW",13,3,"Lunes","British Airways","Londres",0,2,"tarde",0
"2697","2017-03-15","18:45:00","EGLL","BAW","2017-03-15","18:42:00","EGLL","BAW",15,3,"Miercoles","British Airways","Londres",0,3,"tarde",0
"2698","2017-03-16","18:45:00","EGLL","BAW","2017-03-16","18:45:00","EGLL","BAW",16,3,"Jueves","British Airways","Londres",0,0,"tarde",0
"2699","2017-03-18","18:45:00","EGLL","BAW","2017-03-18","18:51:00","EGLL","BAW",18,3,"Sabado","British Airways","Londres",0,6,"tarde",0
"2700","2017-03-20","18:45:00","EGLL","BAW","2017-03-20","18:57:00","EGLL","BAW",20,3,"Lunes","British Airways","Londres",0,12,"tarde",0
"2701","2017-03-22","18:45:00","EGLL","BAW","2017-03-22","18:46:00","EGLL","BAW",22,3,"Miercoles","British Airways","Londres",0,1,"tarde",0
"2702","2017-03-23","18:45:00","EGLL","BAW","2017-03-23","18:59:00","EGLL","BAW",23,3,"Jueves","British Airways","Londres",0,14,"tarde",0
"2703","2017-03-25","18:45:00","EGLL","BAW","2017-03-25","18:49:00","EGLL","BAW",25,3,"Sabado","British Airways","Londres",0,4,"tarde",0
"2704","2017-03-29","17:45:00","EGLL","BAW","2017-03-29","17:54:00","EGLL","BAW",29,3,"Miercoles","British Airways","Londres",0,9,"tarde",0
"2705","2017-03-31","17:45:00","EGLL","BAW","2017-03-31","17:42:00","EGLL","BAW",31,3,"Viernes","British Airways","Londres",0,3,"tarde",0
"2706","2017-03-01","6:00:00","MPTO","CMP","2017-03-01","5:50:00","MPTO","CMP",1,3,"Miercoles","Copa Air","Ciudad de Panama",1,10,"mañana",0
"2707","2017-03-02","6:00:00","MPTO","CMP","2017-03-02","5:52:00","MPTO","CMP",2,3,"Jueves","Copa Air","Ciudad de Panama",1,8,"mañana",0
